,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Sln,3.831444306,1.371671746,2.542185283,1.371671746,3.369126015,1.371671746,5.287894293,6.534451015,6.173421823,6.698606168,7.853505241,3.857323664,4.632569424,2.025417698,7.631067919,7.6950967,6.020310874,3.522478242,5.306403629,4.702259267,4.367658392,4.480059673,3.297274961,4.464186024
Sltm,7.752080589,7.728004149,8.284114129,8.279626028,7.534235721,8.177437976,7.19056167,7.329378833,7.024185711,6.910803904,7.211251731,7.218476107,6.922147853,7.209067246,7.050570796,7.054661201,6.887412029,7.998342777,7.135636742,7.316298499,7.30261897,7.002601727,6.944034982,7.258254125
Slu7,5.619994026,5.869392837,5.77227914,6.028747438,5.892111617,5.622137768,6.624261389,5.623243596,6.117816022,5.716848376,6.024316018,5.705832916,6.012630499,6.115625698,5.496945018,6.057388883,5.77283054,6.266728085,5.721933444,5.540625066,5.205348672,5.480325805,5.588393646,5.798758392
Slx1a,5.465575921,4.787290528,4.658024557,5.056187249,4.404314839,5.041531545,4.462284998,4.334139738,3.234188542,4.152161782,4.069726052,4.667151082,4.489703269,4.634513394,4.804744872,3.685558343,4.405352173,5.518348248,5.399636128,5.181502053,5.205348672,5.076342888,5.316027384,4.880854549
Smad3,6.630811827,7.055110489,6.542626527,7.044291202,6.012268595,6.293791895,7.65828426,7.866385415,8.040004323,7.644462743,7.162018651,7.658268982,7.205411731,8.210914217,7.387488938,7.843341788,6.970011431,7.242279119,7.389701275,6.612256077,6.259629872,5.529803451,6.147257632,5.377038311
Smad4,7.066562658,7.204303546,7.318157592,7.369308054,6.947286266,6.96987163,6.06684724,6.292991409,5.83707939,6.041940132,5.49829648,6.088926242,6.11353653,5.844820255,6.139976794,5.963292963,5.935148853,6.633082932,6.044156848,6.098602179,6.389593331,6.348802136,6.268392488,5.671408055
Smad5,6.556243905,6.663528069,6.465457051,6.681470022,6.294387673,6.988797465,6.06684724,6.002832367,5.766511877,6.041940132,5.926627191,5.75966283,5.904132495,5.986567715,5.686487297,6.037002638,5.844642617,6.435237172,6.044156848,6.035545508,5.731879612,5.899618205,6.037911781,6.009031922
Smap1,6.179428483,5.888123257,6.073129932,5.413093472,5.616382852,6.045274306,5.870938682,5.977895277,6.030169834,5.956284923,5.542935482,6.150670028,6.419722617,5.986567715,5.983554503,5.963292963,5.722889797,6.537548875,5.985213945,6.272750888,6.389593331,6.348802136,6.70027099,6.307129531
Smap2,2.754398263,3.561650356,3.179783313,2.859349135,2.691563616,3.530298941,5.644183438,4.800240712,5.197668398,5.249285077,4.661921909,4.876542017,4.762553989,4.718198281,4.895348127,4.697597062,4.201646476,6.302041303,4.922475423,4.435418855,4.367658392,3.911518911,4.093681527,4.590260786
Smarca2,7.386501055,6.718694477,6.297508583,6.874256349,6.983055655,7.162762842,6.474485491,6.209761718,6.253007485,6.698606168,7.042746538,6.109802494,6.604431806,5.952415002,6.596760083,7.049581971,6.564866187,7.154842362,7.307880072,6.326422813,7.05086999,6.967121525,6.783928165,6.916966207
Smarca4,6.36562034,5.888123257,5.927274733,6.169089585,5.36848888,6.343651585,6.424301871,5.846302918,6.364714453,5.926564541,6.590031586,6.28522504,7.407721892,6.019930596,6.121326677,7.14791685,6.799794776,6.537548875,4.568124372,4.225445805,4.703822401,4.411320956,5.003445603,5.21267542
Smarca5,7.084361825,7.178300054,7.28110593,7.437511934,6.834327809,7.332879251,7.178501762,7.070979517,6.889547467,7.396039918,7.613015374,7.242305801,7.621554841,7.795261324,7.425992477,7.551575677,7.758362903,7.704898841,7.467130058,7.155078294,7.05086999,7.380685339,7.003413074,7.206689599
Smarcad1,4.384860862,2.973840064,4.562439459,4.410368718,3.369126015,4.258560266,3.996714223,3.763054927,4.345223994,4.152161782,5.49829648,3.95284941,4.762553989,5.645480809,3.649755977,4.05349137,4.691607738,4.872764222,4.204615229,3.508380306,2.135319246,2.860046769,3.804193017,3.501097822
Smarcb1,4.783862892,4.918746617,4.747668312,4.216944192,4.046879388,4.358955472,4.201287462,5.397388488,5.027049378,4.986673129,4.069726052,4.487391368,4.762553989,4.797293935,4.549701013,4.05349137,4.4673277,4.934074901,4.304432686,4.225445805,4.367658392,4.26316196,4.475533212,4.668578083
Smarcc1,3.208473046,3.197453656,3.95751696,3.311064085,2.507324275,4.150652656,5.958175695,5.952519554,6.173421823,6.295500007,6.201841237,6.248044049,5.692092865,5.844820255,6.121326677,6.183308982,5.443409906,6.517658765,5.703767405,5.585341241,5.576785861,5.809002759,5.707444028,5.652261536
Smarcc2,6.145918871,6.303444332,6.002044777,6.624091033,6.17575276,6.483656895,6.23930541,6.272629789,6.376608815,6.363624294,5.196869963,6.024421366,5.094232058,4.943555875,5.173981302,4.748636477,4.742624044,5.774463555,6.181767741,6.159017828,6.364520405,6.065377006,6.209096062,6.096626362
Smarcd2,4.693974871,4.481863345,4.987354346,4.580899665,4.046879388,5.041531545,3.882409289,4.483351203,3.601561341,4.045594184,4.490191965,3.64490757,4.244770951,5.011477698,4.168792015,4.644685551,4.272792533,4.741725074,4.485468926,4.529956688,5.132956711,4.098027721,4.541118774,4.590260786
Smarcd3,4.783862892,5.253625137,4.658024557,4.997148293,4.046879388,4.623993467,4.87477236,5.320127258,4.137230398,4.251396128,2.775909185,3.25288334,4.489703269,4.349679511,4.015633207,1.816455201,5.096456656,3.161478389,4.485468926,3.683128023,3.928577685,4.098027721,3.136826938,3.737470682
Smarce1,5.824457752,5.525229023,4.832066298,5.056187249,4.774589452,5.524782187,5.210884481,5.500093269,5.607244336,5.349896002,6.187853863,5.343992899,5.53723343,5.255091968,5.567531523,5.716455825,5.860203806,5.583706255,5.576570668,4.915504939,5.356058244,5.471912009,5.726458525,5.415247659
Smc1a,6.076470192,6.327305019,6.856523054,6.922651965,5.866677711,6.904929944,5.870938682,5.926689492,5.443647949,6.174283445,5.821840029,6.150670028,4.654839971,4.9894151,4.71654223,4.442533468,4.839544029,6.01562929,5.306403629,5.935470993,5.871906941,5.429090864,5.458628493,5.915773357
Smc3,6.212177399,6.48411665,6.438788522,6.543853489,6.265630931,6.075097931,5.778085173,6.42800254,6.533586673,6.716084274,6.78845703,6.229087934,6.379763382,6.052539355,6.378540003,6.164637708,6.266772891,6.886736839,7.208309263,7.262241428,6.645187311,7.125704434,6.797411277,6.900833144
Smc4,4.495423045,3.784855401,4.79048438,4.803984284,4.046879388,4.663792373,5.353725975,5.686178035,5.250334047,4.927885035,5.404648189,5.43514467,5.279369826,5.011477698,5.46771416,5.568064013,5.748076253,7.413503828,5.859571207,5.494478464,5.132956711,5.740605498,6.015011718,5.97861067
Smc5,5.465575921,5.605478227,5.582127069,6.114579804,5.570095033,5.886141854,5.608671827,5.590715992,5.692314328,5.627309096,6.024316018,5.259452523,5.322166451,5.986567715,5.46771416,5.729218775,5.443409906,6.02044305,5.64785514,5.637233063,5.871906941,5.65400407,4.830614526,6.152200925
Smc6,8.571056761,8.267550847,8.466800873,8.241978505,8.096228962,7.99055161,8.758384595,8.848079984,8.632683257,8.490250928,8.134412884,8.025385282,8.502810644,8.260607402,8.348503385,7.967027666,8.033962807,8.330233869,8.741149158,8.599789,7.996487176,8.295080646,8.510689182,8.226723971
Smchd1,3.831444306,3.852191142,5.192834938,3.993511853,4.176116894,4.540942305,4.380422216,4.076672438,4.68836933,4.735617019,5.785148549,4.826973959,4.823402951,5.310070062,5.209731547,5.102608715,4.691607738,6.633082932,5.399636128,5.628713009,4.800468942,5.120074776,4.777177112,5.377038311
Smco1,4.598111994,4.787290528,3.95751696,4.410368718,4.690544425,5.503005873,6.685196494,4.410673645,5.711224519,4.431471934,5.251686577,5.898107044,6.704876875,6.802415832,6.809754266,6.633761497,5.832919433,6.67857782,5.859571207,6.098602179,5.999537626,5.65400407,6.209096062,5.671408055
Smcr8,4.26511715,4.854515314,3.798798692,4.109549119,3.57064909,4.776997312,4.749937417,4.483351203,4.762764897,4.591544559,4.395998511,4.282002341,4.104710949,3.697269657,4.657186434,4.473205151,3.185662771,4.597583751,4.204615229,3.838977715,4.488627598,4.88681567,4.603851987,4.326029573
Smdt1,9.154850801,9.138751932,9.274347668,9.173835492,9.475767411,8.821051185,7.26087776,7.606547105,7.001320761,7.013327808,7.493013972,7.461171509,8.127847235,7.742973893,7.785161195,8.371575758,8.210459258,6.844727115,7.793447434,7.443192779,7.531049441,7.792365807,7.885262159,7.701737449
Smg1,3.208473046,3.391013934,3.179783313,4.109549119,3.747441627,2.749730325,6.474485491,5.926689492,6.554680156,6.318567382,7.103614818,5.861647755,6.230488062,6.733697888,6.212255928,6.237915305,5.935148853,7.424227489,5.444086196,6.523125689,6.207707749,5.912110865,5.458628493,6.367074954
Smim11,6.003508562,5.525229023,5.481194013,5.735565901,4.854006744,4.847815321,5.958175695,5.900388524,6.533586673,6.148768222,5.628272056,6.28522504,6.137697596,6.563130383,6.378540003,5.729218775,6.318130713,5.807604182,5.892022513,6.523125689,6.592173362,6.042831644,6.516826663,6.401881933
Smim12,1.371671746,1.371671746,1.371671746,2.720246379,1.371671746,1.371671746,7.091135847,7.094371008,7.215135028,7.294988418,6.479547689,6.582690873,6.569333538,6.146163656,7.055491084,6.876816549,6.462068796,6.048438707,6.940005472,6.612256077,6.592173362,6.802413556,7.020760188,6.782548783
Smim13,6.275526031,6.291364352,5.927274733,6.391712261,6.221391645,6.014821125,6.494080156,6.517246136,6.582264991,6.550591161,6.145059186,5.933667611,6.088963932,6.115625698,5.898486477,5.984739936,6.061078023,6.392190577,5.206727264,5.446806885,5.849492644,5.84853685,5.634196432,5.690303799
Smim14,5.164616294,5.095880646,5.848416781,5.806058888,5.7047281,5.707255323,4.293633377,4.253317193,4.244972264,4.866599258,4.490191965,5.101659137,5.481685546,4.797293935,4.980596039,5.510080841,5.589906926,5.933041047,4.858228257,4.927364131,5.402988203,4.608429072,4.979987341,4.419587897
Smim15,4.134527727,4.918746617,4.832066298,4.164245744,5.256031374,4.150652656,4.989660443,4.681701026,4.8335115,4.866599258,4.186875727,4.549833282,4.96516335,4.797293935,4.549701013,4.644685551,5.096456656,5.156172011,5.154181675,5.494478464,5.274281034,5.203751949,5.389089122,5.632857495
Smim19,4.326230991,4.752465765,4.230565883,4.733387332,4.929279442,4.979805084,6.710543734,5.952519554,6.352721211,6.248228392,5.926627191,4.206483745,6.569333538,6.234080665,6.346781196,6.483671692,6.061078023,6.048438707,6.400559003,5.969606316,6.078754418,6.253843817,6.549066664,5.947534101
Smim20,7.900119359,7.94402579,7.734661838,7.575076286,8.343291572,7.622664234,6.51341225,7.195178548,7.401312851,6.341271728,6.145059186,6.890789618,7.022876589,7.119563954,7.290658234,6.997781228,7.215488412,6.075901429,6.758313511,7.329502109,6.970063095,6.930746711,6.985854835,7.258254125
Smim30,6.504300853,6.556561884,6.447643748,6.529966313,6.623866157,6.118708321,8.115832394,8.062969906,7.865300221,7.848423676,8.198599744,7.270391405,8.072520735,8.210914217,8.344488725,8.070949814,8.151886818,7.595298259,7.971026298,7.871031423,8.00665183,7.987970996,8.206557565,7.756555714
Smim4,4.039915004,4.39421257,3.95751696,4.348416093,4.929279442,4.452816549,5.017007758,5.151961278,4.137230398,4.802594113,4.186875727,4.487391368,4.881788998,4.943555875,4.850757634,5.418487688,4.691607738,4.808731913,6.155275647,6.002952602,6.153846978,5.973001259,5.735732555,6.152200925
Smim7,6.394443434,6.068828957,5.927274733,6.247176932,6.690289514,6.18858485,5.242276092,5.151961278,5.397693262,4.927885035,4.954049872,5.861647755,6.038526338,5.881584008,5.634824947,6.047231769,5.956915268,4.67145383,6.377824283,6.326422813,6.116789215,6.330303912,5.991742288,6.124681228
Smim8,6.993085226,6.951450235,6.934950953,6.624091033,7.341023221,6.569973439,5.332114144,5.151961278,5.350226465,4.513727194,5.355441186,5.367413106,5.363730031,4.872277635,4.917136979,4.748636477,5.314460419,4.67145383,4.568124372,5.446806885,4.976269969,4.411320956,4.475533212,5.177215762
Smndc1,5.352609685,5.395809232,5.481194013,4.871287204,5.313355602,5.668653472,5.416684325,5.25933879,5.653733701,5.149900295,5.586234643,5.384646434,5.555284069,5.414113968,5.8080864,5.827450595,5.280338078,5.705807115,5.487207574,4.702259267,5.056739454,5.76835472,4.830614526,4.945197493
Smoc2,5.7144601,5.440251707,5.059149225,5.112904857,4.601298779,4.979805084,5.644183438,5.011578056,5.350226465,6.148768222,6.432870875,4.609684367,5.659087595,5.197935486,5.525595364,5.449669337,5.314460419,4.992885909,5.792393089,5.238609844,4.488627598,5.203751949,5.316027384,5.632857495
Smpd1,5.518906309,5.681497844,5.427949684,5.5426098,5.616382852,5.157585204,5.572263999,5.23849314,5.692314328,4.735617019,5.49829648,5.182712068,5.87568332,5.46345105,5.634824947,5.179021811,5.503805219,5.705807115,5.923759905,6.245147091,5.780081376,6.330303912,5.991742288,6.0680151
Smpdl3a,5.164616294,4.716779541,4.460069208,4.803984284,5.000818766,4.452816549,6.588249787,6.098481619,6.713167364,6.569945057,6.432870875,6.002262507,5.481685546,6.176068584,6.314307498,5.984739936,6.040838441,6.669592892,6.509150312,6.868916524,6.564917498,6.82900971,6.580601916,6.817345362
Smpx,10.26322028,9.490067845,9.830621764,9.701075965,10.31548191,9.680489942,8.268702849,8.5721593,8.470114533,9.138084486,9.749105259,8.663191473,7.871087044,6.052539355,8.426536093,9.200860717,8.619297232,8.335924208,10.13612165,10.11682366,10.14122278,10.0578339,9.734832392,10.17101384
Sms,4.134527727,4.201110978,4.832066298,4.109549119,4.112944804,4.583065426,4.032530941,4.416624499,4.295968755,4.235000588,3.047805804,4.685623599,4.660854562,4.859802224,5.590222798,4.853547123,4.775822756,5.283184077,4.457119404,4.939126633,4.064009384,4.618831519,3.822245614,3.898230944
Smtn,6.111612382,6.124361838,5.255302202,5.5426098,5.7047281,5.707255323,5.195168206,5.87359916,5.729890046,5.833543207,5.586234643,6.321471831,5.932031498,4.634513394,5.898486477,5.510080841,5.617502233,5.255589543,5.206727264,5.293542885,5.780081376,5.463448856,5.678589703,5.510610733
Smtnl1,8.809094949,7.441411769,7.767181046,8.170298009,8.104371955,7.994458688,5.929678811,6.42800254,5.143007105,7.027396954,7.042746538,6.816540288,7.272415275,5.76835694,7.90629315,8.110509445,8.089210203,4.437426095,7.519997785,7.102207575,7.5450654,7.751239524,7.488005522,7.270862346
Smtnl2,6.568942626,7.345358277,6.856523054,6.969476689,6.417138445,6.449908607,7.521760038,7.598389573,7.267178196,7.470016645,7.897141518,7.636853896,7.849306042,6.811970842,6.725822942,7.029084321,8.211953495,6.537548875,7.155822322,7.206079752,7.319025877,7.730228222,7.674921571,7.320221418
Smu1,6.464078226,6.51561108,6.445502012,6.309168838,6.542297532,6.403646594,6.215895187,6.482208335,6.544171965,6.607890939,5.648840177,6.339259346,5.702820973,5.881584008,5.46771416,5.934265338,5.513531878,6.214061547,6.722671602,6.850715595,6.259629872,6.719550332,6.516826663,6.401881933
Smurf1,4.26511715,4.09391477,4.460069208,4.410368718,4.404314839,4.452816549,3.622418372,3.763054927,3.755241616,4.045594184,3.047805804,4.72241615,4.054830464,3.994421857,4.015633207,4.207366795,4.047876135,5.477745653,3.394086447,2.803983438,4.090246198,3.697267791,3.693169672,3.584266797
Smurf2,5.164616294,5.202936167,5.721407125,5.983837098,5.196334832,5.668653472,4.933359729,5.059906257,5.692314328,4.665378488,5.49829648,4.970844111,5.094232058,5.687613118,4.895348127,5.179021811,5.172843846,5.855930011,4.922475423,4.435418855,5.205348672,4.480059673,4.541118774,4.419587897
Smyd1,8.506511795,8.815107489,8.276603941,8.644341932,8.403926258,8.540197526,8.051163854,8.342357708,8.189090221,8.013016777,6.256472814,7.899159128,6.161460689,5.728549833,7.307254768,7.764937848,7.493818019,6.855384404,7.695726145,7.406282485,7.413732023,7.927722459,7.794046026,7.469886566
Smyd2,6.517462994,6.216680003,6.651153116,7.291589882,7.599062705,6.089781691,8.467642381,9.186866423,9.084570508,8.013016777,8.148925454,8.025385282,8.335332696,8.660308647,8.253215913,7.558743678,7.587494038,7.455928351,7.530342762,8.000495573,8.455641161,8.165421427,7.696671053,8.207177226
Smyd5,3.65211058,4.564492538,4.562439459,4.733387332,4.690544425,4.452816549,4.293633377,3.875341429,4.244972264,4.152161782,4.490191965,3.64490757,3.712790546,2.815142336,4.549701013,4.207366795,3.875739026,3.353240425,4.097374823,3.07877717,4.235609909,4.007785157,4.406823512,5.0067929
Snai3,5.164616294,5.150401189,3.798798692,4.216944192,5.36848888,3.613947582,4.201287462,3.641285815,2.410505381,3.668541594,2.440584855,3.094328759,3.263597469,1.371671746,4.239676365,4.24340138,3.030083566,3.522478242,3.200381863,3.979620845,3.000833825,4.007785157,3.907279642,3.875955929
Snap23,5.699293099,5.105295709,5.549094891,5.549612241,5.246055649,4.752843209,6.44458527,6.68841134,6.655755476,6.550591161,6.145059186,6.978530423,5.724359913,5.728549833,5.78457271,6.026700462,6.071092322,6.168101909,6.610137036,6.590484381,6.537136776,6.616448489,6.810769545,6.746892153
Snap29,4.841099503,4.843305836,5.093749836,5.311587504,4.953281765,5.03122262,5.90060768,5.731640268,5.968633758,5.200448323,5.821840029,5.649916389,6.088963932,5.787856043,5.407413337,5.827450595,5.844642617,5.53822892,5.399636128,5.935470993,5.630357848,5.712312054,5.678589703,5.377038311
Snapc2,3.831444306,3.978109646,5.372664761,5.698984205,3.747441627,5.264994318,3.996714223,4.334139738,4.68836933,4.34424182,4.186875727,4.353763736,4.244770951,5.011477698,5.437878777,4.697597062,5.209572408,2.67887367,4.397788606,4.781261694,4.235609909,5.076342888,4.663970644,4.326029573
Snapc3,6.70171427,6.303444332,6.297508583,6.5643351,6.3225824,5.668653472,4.539751014,4.618566641,4.345223994,4.431471934,4.395998511,4.775642062,4.489703269,4.634513394,4.708068048,3.331025876,4.691607738,4.934074901,4.568124372,4.781261694,4.891045601,4.33914254,5.026528528,4.880854549
Snapin,1.371671746,1.371671746,2.072518937,1.371671746,2.048471347,1.371671746,5.179278835,6.051449529,6.117816022,6.051059077,6.013888392,6.704760259,6.742072512,6.214905293,6.096142461,6.727957204,6.431300651,5.796751715,6.58395707,6.590484381,6.982064393,6.508701615,6.380139501,6.51643176
Sncg,4.495423045,4.642644483,2.895924567,3.404903722,4.601298779,1.988087055,1.927400902,3.361762895,4.020788144,5.386596534,3.276495212,5.811556277,5.322166451,2.815142336,3.84426226,3.685558343,5.096456656,6.477036485,5.529077394,5.540625066,5.274281034,2.959691519,4.663970644,4.225980678
Snd1,5.668000116,5.605478227,5.427949684,5.66145074,5.421592538,4.979805084,5.929678811,5.54050674,5.999729863,5.926564541,4.295222925,6.170677713,5.87568332,5.645480809,5.686487297,5.754410862,6.020310874,5.518348248,5.892022513,5.790229872,5.999537626,5.899618205,5.735732555,5.552521207
