,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,ME_F1_106_c,ME_F1_108_d,ME_F1_203_a,ME_F1_204_a,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Yes1,3.758262607,4.334139738,4.137230398,4.591544559,3.80233416,4.455126804,3.949577107,3.522064715,4.492798065,4.473205151,3.680244816,4.934074901,3.222114498,4.225687933,4.241497377,3.757784526,4.204615229,4.9952172,4.367658392,4.936582317,4.72168399,4.225980678
Yif1a,5.146470047,5.320127258,5.250334047,4.866599258,5.542935482,4.924463437,4.762553989,4.545673745,5.061086514,5.251590418,4.930360809,4.519726227,5.054913104,5.17475555,5.70821522,5.391274993,5.487207574,5.122040199,4.976269969,4.726303758,5.115335247,5.177215762
Yif1b,4.813704698,3.979516106,4.137230398,4.802594113,3.473845058,4.422124133,4.41258887,2.815142336,2.831183116,3.786704995,3.781300727,3.93614039,4.211609673,4.891034111,4.186310415,4.612739942,4.720455994,4.529956688,3.294292241,4.098027721,5.278060465,4.002304404
Yipf1,3.882409289,3.763054927,3.234188542,4.866599258,4.395998511,4.422124133,5.322166451,4.349679511,5.437878777,5.286550248,4.742624044,4.257242644,4.30405998,4.68946033,3.646895893,4.162122166,4.397788606,3.979620845,3.294292241,4.835270768,4.003488975,4.590260786
Yipf3,6.285016167,5.87359916,5.936852609,6.174283445,5.628272056,6.321471831,5.481685546,5.917434154,5.711640883,5.623806554,6.139311072,5.991893367,6.466273171,6.095165869,5.542313109,5.894157061,5.487207574,5.346460756,5.521147597,5.740605498,5.991742288,5.329617021
Yipf4,5.457180207,5.574172973,5.301144654,5.511967341,5.66911918,5.259452523,5.724359913,6.08442733,6.264183875,5.803512544,5.821100206,5.740543708,5.757185005,5.537252508,5.627647582,5.499893508,5.529077394,5.790229872,5.871906941,5.740605498,5.678589703,5.883297636
Yipf5,4.293633377,4.167696694,4.526974853,4.927885035,4.395998511,5.332316308,4.15292432,4.634513394,4.549701013,4.207366795,4.340594321,5.103770221,4.694021019,4.455076358,3.473339605,4.955602482,3.717496546,3.683128023,3.294292241,4.26316196,3.804193017,4.742861911
Yipf6,4.201287462,4.909775724,4.345223994,4.513727194,5.080562532,4.924463437,4.762553989,5.197935486,4.850757634,4.532658976,4.164712966,4.350145515,4.211609673,4.615483991,4.489608898,4.612739942,5.154181675,5.181502053,4.976269969,4.726303758,4.603851987,4.590260786
Yipf7,5.457180207,6.99843956,6.533586673,6.92590384,7.423091964,6.738261337,7.250424719,7.888524601,7.084665547,7.359720046,7.160270182,6.278595458,6.72225323,6.689114834,6.432231661,6.674355403,6.354725553,6.850715595,6.696322037,5.76835472,5.944046281,6.574541113
Ykt6,6.26234182,5.846302918,5.692314328,5.511967341,5.304496398,5.979757987,6.379763382,5.807095111,5.898486477,6.067474986,5.867807015,5.871685468,5.690242783,6.249870784,6.255836167,5.464588233,6.42294101,6.188302641,6.116789215,6.152192192,5.991742288,6.554055414
Ylpm1,4.749937417,4.681701026,4.96537717,5.149900295,5.018692524,5.221592487,4.41258887,5.011477698,4.307240435,4.532658976,4.201646476,5.705807115,4.944351827,4.274576358,4.81476895,5.273808035,5.04297525,5.122040199,5.340069437,4.936582317,4.882143112,5.329617021
Yme1l1,6.807701031,6.827514262,6.922376011,7.027396954,6.912717872,7.028722699,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,7.295381288,7.025374274,6.731098399,7.122368567,7.401020219,7.603956674,7.182228773,7.114937366,7.348422475,7.344281795
Yod1,4.462284998,4.334139738,3.429537117,4.665378488,4.295222925,5.499838461,3.949577107,4.718198281,4.094244105,3.881222532,3.920736784,5.596278199,4.624008971,4.274576358,5.01808618,4.247688532,6.509150312,6.568379088,5.744081873,6.385101887,6.985854835,6.131610522
Ypel2,3.47244071,3.763054927,4.020788144,2.935782716,3.647418746,5.259452523,3.578024412,3.425778046,3.798038508,3.331025876,4.436672706,2.67887367,3.892314964,4.455076358,4.186310415,4.247688532,4.204615229,2.803983438,3.746479132,3.445554571,3.572884791,3.584266797
Ypel3,6.956367797,7.117389279,7.524030321,7.247699759,6.769798433,7.184439116,7.061278036,7.119563954,7.273868552,6.74477346,6.881733553,7.722382618,7.237946343,6.689114834,6.894963632,7.342549711,7.434453781,7.132656241,7.367155937,7.157531736,7.3846046,7.258254125
Ypel5,4.813704698,5.359275011,5.573332112,5.175395681,5.224538606,4.695048229,5.235264753,5.645480809,4.850757634,5.001023558,5.412236884,3.93614039,5.081278468,4.952417966,5.379636463,4.644637424,5.180693682,5.37220917,5.240226514,4.911913574,5.316027384,5.377038311
Yrdc,3.622418372,4.167696694,4.8335115,4.802594113,4.578610645,4.826973959,3.949577107,3.853482834,4.804744872,4.748636477,3.781300727,4.934074901,3.767979488,4.068219951,4.395420563,5.189822454,4.304432686,5.293542885,4.703822401,4.936582317,4.830614526,5.0067929
Ythdc1,5.332114144,5.151961278,5.350226465,5.386596534,5.355441186,5.561755311,4.762553989,6.019930596,5.686487297,5.539363707,5.015797717,6.129306625,5.253463468,5.496617836,5.497675257,5.783901441,5.353772878,5.670818855,5.731879612,5.561870312,5.239067316,5.280583863
Ythdf1,6.31837319,6.220431827,6.173421823,6.041940132,6.229415607,6.229087934,6.359360911,6.262234757,6.281085984,6.324569677,6.040838441,6.325112205,5.882414884,6.249870784,6.228779382,6.068893494,5.487207574,5.649919537,5.017065684,5.623941869,5.353020708,5.816067196
Ythdf2,5.90060768,6.098481619,5.692314328,6.041940132,6.055462325,6.150670028,6.038526338,6.146163656,6.044217496,6.145721619,5.722889797,5.740543708,5.969682926,5.759608368,6.023683266,6.245684047,5.985213945,5.06002183,5.576785861,5.529803451,5.678589703,5.97861067
Ythdf3,6.588249787,6.4998336,6.512180203,6.428676271,6.568601338,6.339259346,6.274737186,7.223459136,6.583195323,6.794198673,6.367722945,6.614475521,6.296624302,6.793443458,6.359257617,6.439977809,6.985828998,7.24840464,7.252248115,6.82900971,6.875766254,6.964310384
Ywhab,6.702144039,6.584867816,6.450495065,7.153984513,6.444682419,7.489723427,6.915175803,6.802415832,6.744223835,6.818290477,6.817749093,7.609462397,7.085696389,6.97301603,6.791516399,7.689224725,7.068651023,7.376313393,7.083888105,6.955098202,7.126031477,7.04726782
Ywhae,9.77624396,9.837107196,9.664815972,9.787454492,8.516585824,9.76769328,9.116607124,8.964412979,9.206741542,9.130444957,9.03324061,7.950925689,9.690978332,9.435866994,9.535874381,9.196610631,9.825561683,9.767393414,9.718037398,9.724083976,9.868588199,9.688225178
Ywhag,9.318657768,9.324282197,9.530194614,9.697929092,9.528228879,9.237987088,9.452620515,9.452292657,9.389300986,9.350853525,9.150040778,8.756580992,9.117856081,9.288931493,9.415057577,8.662343881,8.872990275,8.60522768,8.755989898,8.837299371,8.84849056,8.756888821
Ywhah,7.057552426,7.121152244,6.951773391,7.009788978,6.907094103,6.943141498,6.90929313,6.598453721,7.036504975,6.920094688,6.887412029,7.034026712,6.904282484,7.011019893,6.260385776,7.006490576,3.394086447,3.07877717,2.135319246,2.221707554,2.956275781,2.399246957
Ywhaq,4.589419519,4.781340374,4.762764897,5.408262936,5.206336961,5.596781748,5.525195081,5.76835694,5.572208287,5.795525016,5.832919433,6.417528477,5.261325478,5.544047997,5.497675257,7.066593792,5.497789499,5.30267697,5.228462408,4.996469542,5.37405007,5.084840863
Yy1,6.361682372,6.332872286,6.340627433,6.352491301,6.535847008,6.219515649,6.338665766,6.234080665,6.401908564,6.246818744,6.195321868,6.477036485,6.747167871,6.422492557,6.215058292,6.697349371,5.180693682,5.827933799,4.752954818,5.912110865,5.093640784,5.065865839
Zadh2,7.038729452,6.633582068,6.906055113,6.626496055,5.747499503,5.785842865,5.659087595,5.645480809,5.311955655,5.984739936,5.935148853,6.048438707,6.599933146,6.200123229,5.856991905,5.754968733,6.5904973,6.098602179,6.326074557,6.234078415,5.968091382,5.708955251
Zbed4,4.380422216,4.552542462,4.438959657,4.591544559,4.815367332,4.422124133,4.823402951,4.349679511,4.604444493,4.346400422,5.123654632,5.103770221,4.550425269,4.175084546,4.740088558,4.675844892,2.386653508,3.91101245,3.294292241,3.51271833,3.749749063,3.318827805
Zbed6,6.41405222,5.574172973,6.089188201,6.174283445,6.201841237,6.537180138,5.692092865,6.517140107,5.87641194,5.896970032,5.096456656,7.52729561,6.296624302,6.174591023,6.589390334,6.553544413,6.354725553,6.794693141,6.537136776,6.538015078,5.458628493,6.53327463
Zbtb1,3.47244071,3.875341429,4.020788144,3.930522402,3.80233416,4.487391368,3.712790546,4.240699416,4.168792015,3.786704995,3.875739026,4.437426095,4.211609673,3.952801774,3.94166812,4.477592046,4.097374823,3.30951081,3.538029874,3.911518911,4.003488975,4.225980678
Zbtb10,4.989660443,5.279887525,4.8335115,4.866599258,5.080562532,5.101659137,4.937903776,5.414113968,5.34448174,5.729218775,5.015797717,6.048438707,4.885722465,5.067865656,5.784520522,5.100643839,4.646299803,5.293542885,3.746479132,4.668569942,4.093681527,4.419587897
Zbtb11,4.102623853,4.552542462,4.244972264,4.513727194,4.815367332,3.64490757,4.699025137,5.13842084,4.708068048,4.411195515,4.4673277,4.934074901,3.892314964,4.537508414,4.81476895,4.546747954,4.097374823,4.334248956,4.367658392,3.808366941,4.003488975,4.507446727
Zbtb16,7.976511496,7.581934814,8.040004323,7.68939783,8.356991014,8.146510718,8.361214767,8.762400628,7.726706049,8.652952659,7.303067011,8.571211764,8.243149276,7.689057244,8.318339837,7.591962458,8.108558061,7.897870378,8.071031792,7.825764243,7.488005522,7.458909244
Zbtb17,3.996714223,3.641285815,4.762764897,4.045594184,3.80233416,4.422124133,3.712790546,3.697269657,3.932490782,4.411195515,4.405352173,3.353240425,4.00677991,4.537508414,4.186310415,4.404953494,4.646299803,4.529956688,4.488627598,4.545671673,4.33467709,4.002304404
Zbtb18,6.898726135,6.792188626,6.490451316,6.122793604,6.115807491,5.836819407,6.515031249,5.952415002,6.330635714,6.357824755,5.722889797,5.991893367,6.599933146,6.148598806,6.359257617,5.648874919,6.444981079,6.523125689,6.721225422,6.676262801,6.810769545,6.124681228
Zbtb20,8.863815173,8.450544158,8.681444642,8.910302964,9.457703793,9.228473862,9.265198468,9.465974959,9.21336087,8.993006195,9.051058736,9.305696519,8.927533633,9.105185396,8.780995206,8.677841654,9.355558627,9.548298519,9.382461197,9.223480663,8.482586603,9.279382676
Zbtb21,3.47244071,4.167696694,3.89411593,3.348192456,5.080562532,4.282002341,4.054830464,4.545673745,3.932490782,4.473205151,4.126809047,5.302841901,3.767979488,3.53802009,4.578023067,3.974072463,3.564834972,4.702259267,4.090246198,4.007785157,3.804193017,4.118473069
Zbtb25,4.613268578,4.883161717,4.68836933,4.802594113,4.395998511,4.282002341,3.263597469,5.044275914,4.433558258,3.834737659,3.829292475,4.885236574,4.885722465,4.891034111,3.473339605,4.162122166,4.204615229,4.529956688,5.056739454,4.808790851,3.907279642,4.945197493
Zbtb38,6.285016167,6.292991409,6.030169834,6.910803904,6.408953659,6.391342717,6.458604839,7.040487568,5.96275311,6.374169185,5.956915268,6.932523842,6.025060411,6.389581132,5.925996275,6.475883013,6.377824283,6.129126233,6.326074557,6.214038454,6.287628468,6.307129531
Zbtb4,7.011794642,7.279229652,7.796132983,7.122216942,6.502331729,6.949872328,6.970030979,6.921951448,7.084665547,7.109383415,6.881733553,6.413874419,6.865668802,6.826607887,6.912073072,7.004402392,7.258953509,6.326422813,6.862241551,6.930746711,6.913403606,6.851322405
Zbtb43,4.749937417,4.74218801,4.68836933,5.249285077,5.586234643,5.705832916,4.881788998,6.146163656,5.407413337,5.568064013,5.347794317,5.518348248,5.107170637,5.689230009,5.585611188,5.353172245,4.858228257,5.397506087,5.147728622,4.781815806,5.458628493,5.122614808
Zbtb44,6.923072167,6.875560575,7.036683629,6.843533567,7.162018651,6.742678853,7.617265263,7.775862727,7.159697359,7.601019508,7.197316154,7.167662478,7.192350713,7.013470236,6.793918194,7.066593792,7.155822322,7.07894179,7.21766319,7.389646648,7.325339,6.719559172
Zbtb47,6.799849872,6.446298369,6.768381724,6.864532028,5.959930543,6.961403968,6.783549102,6.395309929,6.623512872,6.865299734,6.881733553,5.633719413,6.203680552,7.067599877,5.991850263,6.545118956,6.940005472,6.35252811,6.153846978,6.868006628,6.837120647,6.355283479
Zbtb7b,5.146470047,4.681701026,4.8335115,4.802594113,5.080562532,5.296344368,5.043981545,5.076345039,4.371781404,4.346400422,4.638721061,3.810984734,4.694021019,3.827340664,4.395420563,5.100643839,4.304432686,4.618678735,2.632031823,5.03124382,5.026528528,4.827230738
Zbtb8os,5.608671827,4.961574651,5.250334047,4.591544559,4.661921909,4.970844111,5.189768695,5.881584008,5.209731547,5.062828825,4.930360809,3.93614039,4.211609673,5.011296301,5.354823889,5.005587422,4.646299803,4.618678735,5.402988203,4.411320956,4.979987341,4.880854549
Zc2hc1a,2.640545692,4.618566641,4.020788144,4.251396128,4.954049872,4.72241615,5.094232058,4.122809418,4.239676365,3.969926702,4.405352173,4.992885909,4.624008971,4.068219951,3.473339605,4.477592046,3.981518109,4.702259267,4.488627598,4.26316196,4.72168399,3.412839399
Zc3h11a,7.354967624,7.027044006,7.024185711,7.379681913,8.152530901,7.744227132,7.781917652,8.312016633,7.594348818,7.855034517,7.608274322,8.208344511,7.45340739,7.591134868,7.398361865,7.342549711,7.550812803,7.792158736,8.036723031,7.723155898,7.649125693,7.889221721
Zc3h12c,4.749937417,4.552542462,4.609927818,5.070593931,4.661921909,4.826973959,4.244770951,4.797293935,4.015633207,3.969926702,4.4673277,4.257242644,4.30405998,4.367647382,3.276012259,5.053898375,3.717496546,3.683128023,4.090246198,4.26316196,3.572884791,4.326029573
Zc3h13,5.986120578,5.607071465,5.653733701,5.663794331,6.145059186,5.591744938,6.184838706,6.234080665,5.898486477,5.703578958,5.867807015,6.254762282,5.157601271,5.826712592,5.856991905,6.224734213,5.353772878,5.628713009,5.630357848,5.65400407,5.198990914,5.329617021
Zc3h15,7.29009089,7.217507277,7.326635828,7.083418191,7.418068137,7.049617777,7.446924523,7.571655176,7.177861055,7.312414123,7.393634514,6.79055835,7.226179783,6.944596873,7.367684017,7.053703048,6.853336922,6.756098546,6.465250378,6.748818332,6.60119761,6.770701705
Zc3h18,6.285016167,6.121434916,5.83707939,6.122793604,5.304496398,5.933667611,6.399881342,6.08442733,6.346781196,6.273204051,6.351380885,5.596278199,6.051971908,6.148598806,5.784520522,5.812265303,5.75759337,5.540625066,5.463277246,5.996655602,6.168166339,5.467446234
Zc3h4,5.534913545,5.059906257,5.443647949,5.043159178,5.66911918,5.259452523,5.481685546,5.46345105,5.021402542,5.38661718,4.885666909,5.596278199,5.690242783,5.463265397,5.451612065,5.845581862,5.923759905,4.9952172,5.521147597,6.08757546,5.619089835,5.671408055
Zc3h6,5.332114144,5.397388488,4.68836933,4.431471934,4.578610645,5.142754739,4.991917395,5.363029738,5.437878777,5.179021811,5.412236884,5.807604182,6.025060411,5.17475555,5.404029496,5.100643839,5.685369704,5.446806885,5.521147597,5.393894627,5.316027384,5.816067196
Zc3h7a,4.102623853,4.334139738,3.429537117,4.866599258,4.815367332,4.72241615,3.930894721,4.872277635,3.960460893,4.421926972,3.905594489,5.602712149,4.472885814,4.175084546,4.294650838,5.464588233,4.858228257,4.781261694,4.976269969,4.668569942,4.258731964,4.668578083
Zc3h7b,4.613268578,3.979516106,4.526974853,4.251396128,4.186875727,4.667151082,4.331118661,3.522064715,4.239676365,4.24340138,4.340594321,3.810984734,4.390941013,4.068219951,3.276012259,4.162122166,4.304432686,4.529956688,4.367658392,4.33914254,4.093681527,4.668578083
Zc3h8,5.608671827,5.506036074,5.197668398,5.663794331,2.775909185,5.499838461,5.142791048,5.197935486,5.278679309,5.062828825,5.056690803,4.67145383,5.882414884,4.891034111,5.079953979,5.053898375,5.64785514,5.711730587,5.999537626,5.874303595,5.735732555,5.377038311
Zcchc14,3.996714223,4.585932214,4.438959657,4.591544559,4.815367332,4.085233217,5.363730031,5.687613118,5.1373226,4.748636477,4.691607738,5.302841901,4.30405998,4.759827724,4.578023067,4.546747954,5.154181675,4.9952172,4.367658392,4.781815806,4.72168399,5.422950345
Zcchc17,7.349599573,7.195178548,6.962388304,6.707371689,6.66262569,6.612252846,6.736862394,6.271406324,6.429914947,6.158422776,6.79581466,5.723279956,6.880758246,6.422492557,6.806233667,6.493505984,6.466689503,6.675666619,6.508810583,6.855124424,6.962106415,6.634308646
Zcchc2,4.87477236,5.059906257,5.653733701,4.388516054,4.920608904,5.059358506,4.003163431,5.76835694,4.682851544,4.868853519,3.781300727,4.559180139,4.824609178,4.82692198,4.443283246,3.869977924,5.399636128,5.06002183,5.630357848,5.076342888,4.663970644,5.0067929
Zcchc24,4.462284998,5.10666787,3.429537117,5.043159178,5.018692524,4.826973959,4.41258887,4.943555875,5.278679309,4.589759361,4.638721061,2.940262517,4.390941013,3.827340664,4.186310415,3.757784526,4.304432686,3.30951081,4.367658392,3.697267791,4.258731964,4.002304404
Zcchc7,4.462284998,4.334139738,4.68836933,4.34424182,5.648840177,4.72241615,4.41258887,6.692909071,4.938601647,4.411195515,4.340594321,6.230528761,4.390941013,3.952801774,4.395420563,5.31403581,4.790986096,6.35252811,6.358183491,5.203751949,5.458628493,5.97861067
Zcchc8,4.201287462,4.410673645,4.020788144,4.34424182,4.395998511,4.206483745,4.56290408,4.349679511,3.932490782,4.05349137,3.875739026,5.435967182,4.30405998,3.689920863,4.578023067,4.903823369,4.204615229,3.979620845,4.600233637,3.808366941,3.804193017,3.737470682
Zcchc9,6.393331841,6.292991409,5.766511877,6.385635815,6.334726794,6.537180138,6.137697596,6.052539355,6.330635714,6.005872745,6.84718517,6.254762282,6.104334175,6.148598806,6.432231661,5.840082258,6.258444556,5.900508387,5.682011551,6.420510668,6.306611339,6.634308646
Zcrb1,6.192098817,5.900388524,6.554680156,5.551448111,5.452232064,5.67814554,6.06396554,6.316946411,6.247081397,6.005872745,5.97835816,5.633719413,5.620042602,6.011112035,5.856991905,5.499893508,5.792393089,5.790229872,5.205348672,5.924496276,5.389089122,5.915773357
Zdhhc16,6.06684724,5.731640268,5.653733701,5.627309096,5.66911918,5.591744938,6.012630499,5.76835694,5.388820408,5.480191275,6.176892167,5.435967182,5.583618564,5.689230009,5.70821522,5.31403581,5.569766264,4.9952172,4.976269969,5.529803451,5.278060465,5.377038311
Zdhhc17,5.096070484,4.909775724,4.762764897,4.735617019,5.196869963,4.487391368,5.625309534,6.019930596,5.437878777,5.38661718,5.245389091,5.156172011,4.624008971,4.537508414,4.661330325,4.404953494,4.397788606,4.334248956,4.488627598,4.545671673,4.406823512,5.0067929
Zdhhc2,5.043846313,4.552542462,4.96537717,5.043159178,7.027119567,5.101659137,8.059932404,8.509917639,6.688301743,7.14791685,7.955044693,3.810984734,5.690242783,4.952417966,5.627647582,5.695302184,4.097374823,4.856161606,3.746479132,4.098027721,4.003488975,4.419587897
Zdhhc21,5.534913545,5.279887525,5.871109591,5.645667047,5.404648189,5.467854162,5.87568332,6.296671906,6.004060231,5.827450595,6.351380885,5.596278199,5.724102131,5.634097429,5.277718103,5.933423273,5.154181675,4.702259267,4.976269969,4.726303758,5.278060465,5.177215762
