,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48,X
Yes1,4.870044562,4.890833769,4.718529288,4.938695,4.47381327,4.039091312,3.755429214,4.325164393,4.148071243,4.585919608,3.786291937,4.44946377,3.933479984,3.496346654,4.478083091,4.448491442,3.66566404,4.910265458,4.193412749,4.982741345,4.352345883,4.940265679,4.726703245,4.210514485,Yes1
Yif1a,5.196303081,5.332265629,4.944410053,4.543981044,5.181335942,5.50860253,5.148026905,5.312904474,5.265194327,4.861545124,5.529619251,4.919814759,4.747933322,4.521064089,5.047149703,5.227344272,4.918495519,4.495627456,5.478106693,5.109717548,4.961836145,4.729459008,5.121334644,5.163117817,Yif1a
Yif1b,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.814558332,3.969553487,4.148071243,4.797416714,3.456806868,4.416376547,4.397432816,2.788043745,2.811286077,3.76130772,3.767037167,3.911463618,4.710326616,4.516787806,3.276156696,4.099056113,5.284392963,3.986362643,Yif1b
Yipf1,6.019327853,6.149071223,6.178698878,5.50304356,5.289058416,5.292871475,3.880162452,3.752358505,3.238502102,4.861545124,4.381269219,4.416376547,5.308172551,4.324913771,5.424312315,5.26231975,4.73048524,4.232912568,4.387033578,3.965283607,3.276156696,4.838709308,4.005857019,4.575427126,Yipf1
Yipf3,5.601027833,5.66980162,5.919806217,5.381282642,5.571016604,5.338675696,6.288051362,5.866945329,5.953019004,6.17084789,5.615022621,6.318458152,5.467830059,5.893482465,5.698288855,5.59970904,6.128561958,5.96853571,5.478106693,5.334378266,5.507240186,5.745725864,5.999162933,5.31566593,Yipf3
Yipf4,5.215447375,4.691147289,5.311618175,5.201087891,4.954723066,5.196654985,5.459262055,5.567238529,5.316124355,5.507892858,5.655900344,5.255350233,5.710687697,6.060520922,6.25115831,5.779474166,5.81014116,5.717106578,5.520018441,5.778525133,5.858247046,5.745725864,5.685598265,5.869766552,Yipf4
Yipf5,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.293004156,4.158288161,4.539586725,4.922943902,4.381269219,5.328316954,4.137277932,4.609967793,4.535078495,4.182426154,4.327734902,5.080057269,3.704859078,3.667949665,3.276156696,4.264842232,3.805558255,4.728249219,Yipf5
Yipf6,4.236832329,4.159330946,3.317020208,2.891936205,4.052608956,4.245547602,4.200334178,4.901965201,4.357069508,4.507919947,5.06680685,4.919814759,4.747933322,5.173715896,4.836567879,4.507990544,4.151469238,4.325902161,5.144700157,5.16924672,4.961836145,4.729459008,4.60852178,4.575427126,Yipf6
Yipf7,7.599797463,7.021979453,7.613959531,7.476523603,7.501121793,7.383082309,5.459262055,6.992444237,6.550478599,6.922913426,7.410622542,6.735498627,7.237405404,7.864881492,7.071943348,7.335975838,7.149952445,6.255313056,6.34628691,6.839556645,6.683053511,5.773511766,5.951409795,6.561351708,Yipf7
Ykt6,5.6866631,6.411533499,6.278826804,6.325880406,6.441641811,6.011107182,6.265357536,5.839625851,5.708084952,5.507892858,5.290971146,5.976476936,6.366456374,5.783110494,5.885259095,6.043511143,5.856881758,5.848291528,6.414539451,6.176850757,6.103269697,6.157790375,5.999162933,6.54085806,Ykt6
Ylpm1,4.715630049,5.103825759,5.60406853,5.201087891,5.124300144,4.862231199,4.750636725,4.673483745,4.979483652,5.145330518,5.004866608,5.217434621,4.397432816,4.987163973,4.292197284,4.507990544,4.188487389,5.682357871,5.033345737,5.109717548,5.32600864,4.940265679,4.887594483,5.31566593,Ylpm1
Yme1l1,6.493355603,6.616268682,6.496473304,6.42164584,6.464800332,6.383078311,6.811109909,6.821448807,6.939602376,7.024450762,6.900114435,7.026096605,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,7.392995694,7.593002149,7.169105408,7.12123997,7.356878708,7.331322184,Yme1l1
Yod1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.462196482,4.325164393,3.435630321,4.659917623,4.280307112,5.496056926,3.933479984,4.693709513,4.078768243,3.855939762,3.90687589,5.572788792,6.500793179,6.557111481,5.730338667,6.390915782,6.994121572,6.118221368,Yod1
Ypel2,4.346147907,4.861854958,4.23961017,4.384111449,4.47381327,4.292854451,3.468047492,3.752358505,4.030999621,2.923065799,3.630935074,5.255350233,3.560919675,3.399909363,3.781843853,3.30495774,4.424004218,2.651778777,4.193412749,2.784998898,3.729791678,3.443131281,3.572897347,3.567211465,Ypel2
Ypel3,7.621706055,6.825855517,7.427093132,7.336110151,7.432298583,7.120047104,6.959860463,7.111438083,7.54162532,7.244839489,6.757148155,7.181875689,7.048210079,7.095846466,7.261195025,6.720948698,6.871326571,7.699316666,7.42643816,7.121586515,7.354076178,7.163855929,7.393077258,7.245274487,Ypel3
Ypel5,6.051966571,5.702859742,5.989013402,5.50304356,5.806775636,5.624080875,4.814558332,5.352100039,5.588884467,5.170865,5.210935154,4.689944902,5.22118875,5.621443179,4.836567879,4.976653428,5.400930273,3.911463618,5.171245792,5.360151919,5.226072529,4.915538901,5.322432332,5.363129837,Ypel5
Yrdc,4.715630049,4.640857905,4.545545052,5.152288917,5.002982867,4.730984481,3.61888228,4.158288161,4.847215296,4.797416714,4.564187815,4.822140891,3.933479984,3.828212598,4.790494685,4.724117665,3.767037167,4.910265458,4.293468905,5.281407088,4.689040618,4.940265679,4.835932348,4.992511252,Yrdc
Ythdc1,5.622917889,5.434213202,5.440746551,5.316318296,4.835412,5.642459576,5.333998185,5.144517672,5.365317588,5.382364439,5.341963542,5.558048085,4.747933322,5.996007318,5.673117221,5.515235755,5.004045577,6.105986905,5.344529956,5.659023617,5.71812806,5.566736711,5.24532339,5.266587207,Ythdc1
Ythdf1,6.316593066,6.264284409,6.776441178,6.75151281,5.842578269,6.338683942,6.32143649,6.214037923,6.189912183,6.038399239,6.216539653,6.226008101,6.346044859,6.238371134,6.268068566,6.300666428,6.03002924,6.301840663,5.478106693,5.638107675,5.002678529,5.628900059,5.359494434,5.802493291,Ythdf1
Ythdf2,6.051966571,6.526790606,6.346317762,5.847625236,5.653958077,5.953391262,5.903267373,6.092003358,5.708084952,6.038399239,6.042493793,6.147530619,6.025049874,6.122272705,6.031076717,6.121777374,5.711856029,5.717106578,5.976540876,5.047625944,5.562921839,5.534620858,5.685598265,5.965136973,Ythdf2
Ythdf3,6.939522148,7.086028306,7.18313486,7.006149357,6.915026673,7.327372719,6.591518069,6.49360807,6.529050963,6.42541795,6.555876733,6.336257924,6.261382226,7.199754156,6.570308516,6.770381728,6.357098378,6.591264211,6.977674842,7.237366784,7.239141921,6.835149644,6.883965367,6.951252559,Ythdf3
Ywhab,6.289475896,6.42605845,6.16081402,6.084539669,6.246987124,6.281198112,6.705487957,6.578687382,6.467303047,7.15108929,6.4319066,7.487264858,6.902065656,6.77865408,6.73139624,6.794477247,6.807319059,7.586386202,7.060525787,7.365307906,7.070739171,6.961313859,7.134377173,7.034233697,Ywhab
Ywhae,8.751804849,8.944871156,8.663118927,8.590499654,8.703061451,8.659851997,9.780399053,9.831591417,9.682961653,9.78502539,8.504284171,9.76558786,9.103839757,8.940825397,9.194324344,9.106807886,9.023227485,7.927878167,9.817853425,9.756670474,9.705213959,9.731006906,9.877591913,9.675527282,Ywhae
Ywhag,8.733057173,8.805343013,8.648059402,8.913282064,8.824407859,8.814424136,9.322772077,9.31873316,9.548324504,9.695494258,9.516001793,9.235840979,9.439872933,9.428719454,9.376894598,9.327222746,9.140036547,8.733579416,8.86521431,8.594422359,8.743107212,8.844119076,8.85737546,8.744132702,Ywhag
Ywhah,6.904205151,6.954954496,6.776441178,6.482130802,6.948270789,6.996898445,7.061097374,7.115202385,6.969021564,7.006835336,6.894488909,6.94047797,6.896181193,6.574657907,7.023769334,6.896296487,6.877007045,7.010883832,3.380189424,3.061240442,2.110529229,2.206540556,2.95140842,2.376540263,Ywhah
Ywhaq,4.455588754,5.584746684,4.758718257,5.496020638,5.685055413,5.364590689,4.589698683,4.773308741,4.776236942,5.404059069,5.192715093,5.593115167,5.511374763,5.744360152,5.558752131,5.771484163,5.821969041,6.3942775,5.48869933,5.290550514,5.214297012,5.000289724,5.380562114,5.070646044,Ywhaq
Yy1,6.002727353,6.1610155,6.333069794,6.281188428,6.263721803,6.106866829,6.364781206,6.326550086,6.357316721,6.349183142,6.523109291,6.216428716,6.325340409,6.210210615,6.388946684,6.222898295,6.184605145,6.453798069,5.171245792,5.816256113,4.738240744,5.917447024,5.099592859,5.051650341,Yy1
Zadh2,5.462217232,4.890833769,4.545545052,5.541449222,4.37947261,5.467960127,7.042264949,6.627426295,6.923269178,6.623355489,5.73433701,5.782379398,5.645369077,5.621443179,5.298276025,5.960754181,5.924270426,6.025097099,6.58217972,6.087099251,6.312657495,6.239756441,5.975483933,5.695308859,Zadh2
Zbed4,4.755810546,4.974433259,4.40067195,5.075848642,4.37947261,4.338659205,4.380079157,4.544064598,4.451212505,4.585919608,4.801288159,4.416376547,4.808862811,4.324913771,4.589907541,4.321583675,5.11203608,5.080057269,2.366402932,3.896495699,3.276156696,3.510727055,3.750815257,3.30087765,Zbed4
Zbed6,6.650805488,6.684058596,7.226768052,7.48147055,6.717081974,7.292884242,6.41719262,5.567238529,6.105569256,6.17084789,6.188951343,6.534305374,5.678398022,6.493329312,5.863170659,5.872959616,5.084805354,7.50421144,6.34628691,6.783514288,6.523809027,6.54395278,5.465289119,6.520069098,Zbed6
Zbtb1,4.631747522,4.974433259,5.169785785,4.787119425,3.924829045,4.245547602,3.468047492,3.865039428,4.030999621,3.922984536,3.786291937,4.481809142,3.696081671,4.215837255,4.153474932,3.76130772,3.861752427,4.413259279,4.085896755,3.292993055,3.520731101,3.911715068,4.005857019,4.210514485,Zbtb1
Zbtb10,5.009518072,4.42009171,5.077471249,5.101781363,5.124300144,4.798099819,4.990906104,5.272614222,4.847215296,4.861545124,5.06680685,5.097315255,4.923506244,5.389989319,5.330832296,5.705156839,5.004045577,6.025097099,4.636038786,5.281407088,3.729791678,4.671566173,4.096459613,4.404477722,Zbtb10
Zbtb11,4.118549618,4.060768594,4.718529288,4.384111449,4.169986464,3.798075831,4.101300542,4.544064598,4.256351678,4.507919947,4.801288159,3.636488737,4.684316688,5.114172516,4.693684423,4.386432551,4.454717499,4.910265458,4.085896755,4.320714681,4.352345883,3.808054218,4.005857019,4.492482985,Zbtb11
Zbtb16,7.472965368,8.321654968,8.610120088,8.161762332,7.455606361,8.691837399,7.980395409,7.576124956,8.057813483,7.686674904,8.344672055,8.144214856,8.348381878,8.738805514,7.714126084,8.629298164,7.292788765,8.548201765,8.100684204,7.886970807,8.058075127,7.832355511,7.496522912,7.445974527,Zbtb16
Zbtb17,4.941466123,5.053452623,5.55926081,5.248290109,5.002982867,5.467960127,3.994964396,3.630125361,4.776236942,4.038455502,3.786291937,4.416376547,3.696081671,3.671801132,3.916640775,4.386432551,4.392622838,3.327698283,4.636038786,4.516787806,4.473520479,4.54830738,4.338432514,3.986362643,Zbtb17
Zbtb18,5.243978289,5.245180591,5.329339909,5.201087891,5.19967352,4.660593896,6.902187336,6.786107611,6.507300269,6.119318212,6.102872348,5.833406296,6.501781072,5.928473238,6.317641637,6.333928584,5.711856029,5.96853571,6.436591132,6.511838602,6.707965585,6.682301675,6.818926241,6.111288436,Zbtb18
Zbtb20,8.992561642,8.82048387,9.366288319,9.341015979,8.771989818,9.618301919,8.867873865,8.444902573,8.699432557,8.907798941,9.445473031,9.226326876,9.252440421,9.442402094,9.200944088,8.969364686,9.041047014,9.282714388,9.347822492,9.537564665,9.369621393,9.230353164,8.491403834,9.266663751,Zbtb20
Zbtb22,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.875767514,5.231166377,4.357069508,5.292168536,4.940147278,5.011293111,5.029706393,4.324913771,5.230872946,4.773444065,4.827550874,4.848917027,5.783571644,5.739780809,4.876509916,6.199355438,5.59526593,5.409081817,Zbtb22
Zbtb25,4.236832329,5.245180591,4.348957116,5.50304356,5.064916337,5.862242671,4.613613167,4.875306982,4.701585051,4.797416714,4.381269219,4.275873362,3.245411253,5.019979642,4.41874307,3.809399513,3.815171934,4.861397189,4.193412749,4.516787806,5.042396434,4.812162509,3.909180947,4.93084392,Zbtb25
Zbtb38,6.289475896,5.78233551,6.423348173,5.922289491,5.413300541,6.171572943,6.288051362,6.286644415,6.046470407,6.907806641,6.396162236,6.388376329,6.445331602,7.016759936,5.949565,6.350276434,5.946051515,6.909366184,6.369398394,6.117641032,6.312657495,6.219697358,6.295364238,6.293826935,Zbtb38
Zbtb4,7.040564394,7.159312596,7.091698084,7.234283981,6.980766082,7.498559834,7.015316401,7.273332938,7.813850415,7.119309346,6.489580283,6.947211825,6.956937176,6.898207531,7.071943348,7.08561049,6.871326571,6.390622654,7.250888758,6.315043574,6.849028177,6.936948255,6.921626422,6.838230024,Zbtb4
Zbtb43,4.941466123,5.001256828,5.139665865,5.248290109,4.645788032,4.798099819,4.750636725,4.734084956,4.701585051,5.24486387,5.572952798,5.702286731,4.867322992,6.122272705,5.393820395,5.543946607,5.336423361,5.49482835,4.848326163,5.385473197,5.13348235,4.785118054,5.465289119,5.108460355,Zbtb43
Zbtb44,6.858807279,6.772355712,6.843377358,7.040075338,6.76824146,6.762096132,6.926546812,6.869515681,7.053992349,6.840504902,7.149486593,6.739918432,7.604323902,7.752211037,7.14699523,7.577298642,7.187009041,7.144537534,7.147725785,7.067856382,7.204548619,7.396077911,7.333784536,6.706422919,Zbtb44
Zbtb47,6.233662826,6.732889238,6.346317762,6.63202585,6.637790719,6.548138422,6.80325408,6.440043052,6.785486294,6.861513323,5.946906212,6.958748616,6.770397107,6.371475048,6.610641515,6.841493575,6.871326571,5.61024408,6.931834587,6.341161836,6.140346701,6.874170693,6.845294771,6.342002844,Zbtb47
Zbtb7b,3.081572882,4.570956638,4.23961017,4.466259571,4.278528499,4.426123986,5.148026905,4.673483745,4.847215296,4.797416714,5.06680685,5.292294846,5.029706393,5.052065453,4.356857225,4.321583675,4.626414837,3.786150476,4.293468905,4.605659832,2.610755999,5.035140875,5.032329615,4.812730531,Zbtb7b
Zbtb8os,5.880846348,5.751068598,4.891168174,4.754795093,6.100902739,5.383070315,5.610971377,4.953847872,5.265194327,4.585919608,4.647626496,4.966278871,5.175647692,5.857621895,5.195952493,5.038491307,4.918495519,3.911463618,4.636038786,4.605659832,5.3889829,4.413525649,4.98567951,4.866422487,Zbtb8os
Zc2hc1a,4.542685094,4.570956638,4.872975108,5.248290109,5.236202367,5.245565193,2.629363122,4.610224903,4.030999621,4.244896377,4.940147278,4.717370942,5.080011809,4.097834408,4.224502822,3.944744775,4.392622838,4.969111199,3.9697183,4.689373446,4.473520479,4.264842232,4.726703245,3.395225217,Zc2hc1a
Zc3h11a,7.759798657,8.092447462,8.534007972,8.130610399,7.761731245,8.511117867,7.358646619,7.02105963,7.041485742,7.376867172,8.14018678,7.741840518,7.769005329,8.288400398,7.581744473,7.83133435,7.598068443,8.185314537,7.542826611,7.781240676,8.023761655,7.729713752,7.657706696,7.87636464,Zc3h11a
Zc3h12c,3.691291541,4.33829864,4.797817961,3.883964219,3.027674668,4.146009415,4.750636725,4.544064598,4.622858517,5.065898022,4.647626496,4.822140891,4.229308189,4.772855933,3.999980761,3.944744775,4.454717499,4.232912568,3.704859078,3.667949665,4.07439213,4.264842232,3.572897347,4.310753327,Zc3h12c
Zc3h13,5.38745938,5.453765883,5.60406853,5.685597773,5.693706612,5.830533557,5.988872668,5.600170778,5.669435515,5.659893242,6.132139732,5.588072573,6.171439833,6.210210615,5.885259095,5.679508606,5.856881758,6.231474178,5.344529956,5.61688403,5.616534049,5.659005314,5.205166254,5.31566593,Zc3h13
Zc3h15,6.849553726,6.700519802,7.209907726,7.07322182,7.15461683,6.7107673,7.293742954,7.211590502,7.344126381,7.080495108,7.405597613,7.047000491,7.433949419,7.547986119,7.165163628,7.288664864,7.383379361,6.767378198,6.845132905,6.744905525,6.451893666,6.754906546,6.609203754,6.757582958,Zc3h15
Zc3h18,5.767498805,6.370973261,6.372454231,6.314836534,5.693706612,6.426147268,6.288051362,6.114973083,5.853092375,6.119318212,5.290971146,5.9303454,6.386583128,6.060520922,6.333794552,6.249289544,6.340748048,5.572788792,5.748742968,5.528722229,5.449322893,6.002089051,6.175782609,5.453615225,Zc3h18
Zc3h4,5.196303081,5.647221175,5.465241068,5.293996764,5.236202367,5.660607089,5.537109958,5.052330401,5.458940935,5.038417994,5.655900344,5.255350233,5.467830059,5.439346146,5.007420788,5.362429433,4.873739699,5.572788792,5.915041684,4.982741345,5.507240186,6.093107357,5.626009458,5.657734952,Zc3h4
Zc3h6,5.880846348,5.373913061,5.465241068,5.657897308,5.410917721,5.434601177,5.333998185,5.390258832,4.701585051,4.425460974,4.564187815,5.138476347,4.977583303,5.338883921,5.424312315,5.154741944,5.400930273,5.784189628,5.676456925,5.434820261,5.507240186,5.398491844,5.322432332,5.802493291,Zc3h6
Zc3h7a,4.118549618,4.707528267,5.647526414,5.338299723,4.37947261,5.383070315,4.101300542,4.325164393,3.435630321,4.861545124,4.801288159,4.717370942,3.914752904,4.847885257,3.944678625,4.397172684,3.891691731,5.579225187,4.848326163,4.768494761,4.961836145,4.671566173,4.262196895,4.653860748,Zc3h7a
Zc3h7b,4.941466123,4.33829864,4.348957116,4.543981044,4.37947261,5.039111609,4.613613167,3.969553487,4.539586725,4.244896377,4.171744268,4.661987365,4.31581817,3.496346654,4.224502822,4.218494005,4.327734902,3.786150476,4.293468905,4.516787806,4.352345883,4.341098498,4.096459613,4.653860748,Zc3h7b
Zc3h8,4.236832329,4.707528267,5.364664304,5.101781363,5.181335942,5.066592728,5.610971377,5.499029212,5.212400367,5.659893242,2.755823592,5.496056926,5.128622065,5.173715896,5.264968086,5.038491307,5.044990492,4.647470763,5.638908707,5.699967204,5.985953863,5.879594366,5.742823143,5.363129837,Zc3h8
Zcchc14,5.30861499,5.828000897,5.647526414,6.047658187,5.483014346,5.548131291,3.994964396,4.577523972,4.451212505,4.585919608,4.801288159,4.078501894,5.349773684,5.663589886,5.123468729,4.724117665,4.67938824,5.279228577,5.144700157,4.982741345,4.352345883,4.785118054,4.726703245,5.409081817,Zcchc14
Zcchc17,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,7.353276385,7.189254302,6.979644242,6.704274802,6.649937112,6.609421754,6.723694614,6.247544768,6.416965291,6.134481613,6.785376486,5.699836841,6.45831082,6.664442825,6.495471594,6.86128059,6.970358997,6.621141796,Zcchc17
Zcchc2,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.875767514,5.052330401,5.669435515,4.382393991,4.906665273,5.054945233,3.987191332,5.744360152,4.668431616,4.844408776,3.767037167,4.535112636,5.390443518,5.047625944,5.616534049,5.080336913,4.66882231,4.992511252,Zcchc2
Zcchc24,5.509986884,6.100279966,5.415828966,5.650888283,5.571016604,5.146028263,4.462196482,5.099160249,3.435630321,5.038417994,5.004866608,4.822140891,4.397432816,4.91920472,5.264968086,4.56513269,4.626414837,2.913856957,4.293468905,3.292993055,4.352345883,3.696364492,4.262196895,3.986362643,Zcchc24
Zcchc7,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.462196482,4.325164393,4.701585051,4.338001718,5.635606258,4.717370942,4.397432816,6.669129631,4.92452204,4.386432551,4.327734902,6.207234763,4.780975787,6.341161836,6.344780872,5.208004068,5.465289119,5.965136973,Zcchc7
Zcchc8,3.314627145,4.251588154,4.450596988,4.879961645,4.278528499,4.586591926,4.200334178,4.401881282,4.030999621,4.338001718,4.381269219,4.20013328,4.54799399,4.324913771,3.916640775,4.028398929,3.861752427,5.412413208,4.193412749,3.965283607,4.585301305,3.808054218,3.805558255,3.720861438,Zcchc8
Zcchc9,5.880846348,5.66980162,6.055052081,5.541449222,6.040527402,5.426139508,6.396455975,6.286644415,5.782409761,6.382349662,6.321901694,6.534305374,6.124274578,6.0286247,6.317641637,5.981892708,6.836765869,6.231474178,6.249950494,5.888880823,5.668225146,6.426354412,6.314365202,6.621141796,Zcchc9
