,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,ML_F1_10_a,ML_F1_201_d,ML_F1_205_b,ML_F1_205_c,ML_F1_208_b,ML_F1_8_c,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Rhobtb2,6.551316224,6.482208335,5.766511877,5.768020403,5.66911918,4.970844111,6.038526338,6.811970842,6.409614719,6.732147978,5.956915268,5.670213471,1.371671746,2.610805952,3.229339583,3.072792283,3.66760506,4.200825396,5.399636128,5.181502053,4.600233637,6.065377006,6.126041437,6.257312648
Rhobtb3,6.606367947,6.785018503,6.253007485,5.926564541,6.568601338,6.552510456,5.959401207,7.007602124,5.9416474,5.850997926,6.318130713,5.902689403,5.139900778,5.368625433,5.914289646,4.610955628,5.713247808,5.425276811,5.826373125,6.098602179,5.826724606,5.393894627,6.147257632,5.816067196
Rhoc,4.201287462,4.681701026,4.345223994,4.251396128,4.395998511,5.142754739,5.279369826,4.718198281,5.021402542,5.568064013,5.172843846,4.934074901,2.378891492,2.976147538,2.407074161,2.459655242,1.371671746,2.118851082,5.04297525,4.618678735,4.703822401,5.076342888,5.278060465,4.945197493
Rhog,4.539751014,4.483351203,4.526974853,4.986673129,4.740683721,4.924463437,4.054830464,3.853482834,4.307240435,4.589759361,4.126809047,6.048438707,4.844203419,4.857647467,4.89483884,4.773441419,4.977340722,5.167817839,4.485468926,4.107762856,4.488627598,4.411320956,4.663970644,4.326029573
Rhoj,4.032530941,5.019908909,4.137230398,5.544812146,5.444252728,5.42950955,6.012630499,6.46963534,5.78457271,5.779170588,4.973711621,5.962767284,6.057938485,6.154661111,5.525068908,6.468023318,6.333682946,6.151026479,6.550397079,6.590484381,6.078754418,5.623941869,5.894719355,5.899626875
Rhoq,8.600123948,8.86517961,8.878340796,8.737073446,8.690347025,8.839142169,8.665372483,8.082586389,8.553693848,8.625907837,8.398486177,8.52214152,2.70225921,1.371671746,1.371671746,1.371671746,2.453929711,2.608633188,8.129123379,7.861972992,8.016745368,8.160194115,8.074350644,7.972625932
Rhot1,5.745756737,5.470721589,5.301144654,5.149900295,5.404648189,5.531129025,5.481685546,5.363029738,5.099708065,5.596204488,5.443409906,6.180805253,6.057938485,5.923149399,6.023742965,6.179974863,6.079876393,5.877070674,5.75759337,5.397506087,5.521147597,5.740605498,5.763477048,5.816067196
Rhot2,5.745756737,6.409471705,6.533586673,6.223998762,4.815367332,5.75966283,4.244770951,4.718198281,4.757216113,5.38661718,4.930360809,5.255589543,5.429600546,6.081542043,4.89483884,6.059117401,5.163433168,5.877070674,6.233335714,6.35252811,6.420333874,6.802413556,6.397950572,6.152200925
Rhou,8.432529799,6.601289346,8.396083717,8.490250928,7.684490088,9.098730286,7.531419459,6.773365134,7.448610809,7.807684014,7.530570568,8.141683576,6.268232428,5.791785176,5.437354286,6.26440564,5.881891462,5.877070674,7.355201654,5.670818855,6.078754418,6.311565419,6.229133556,5.0067929
Ric1,4.68322075,4.334139738,4.345223994,4.986673129,5.959930543,5.142754739,5.094232058,5.807095111,4.604444493,4.644685551,5.135155756,5.670213471,4.908390454,5.305807644,5.897952883,4.987284647,5.163433168,5.019519767,4.304432686,4.9952172,4.800468942,4.936582317,4.72168399,4.742861911
Ric8a,4.201287462,4.410673645,4.438959657,4.735617019,3.80233416,4.422124133,4.632569424,3.994421857,4.657186434,4.473205151,4.201646476,4.992885909,4.471851039,3.898238637,5.080011395,4.694484842,4.418295126,4.056055878,3.855538603,3.838977715,3.928577685,4.26316196,4.406823512,4.225980678
Ric8b,5.416684325,5.320127258,5.531386098,5.386596534,5.99248243,5.059358506,5.518954082,5.917434154,6.176568963,5.596204488,5.748076253,5.902689403,5.292010108,5.964407461,6.297252919,5.703523082,5.693232269,5.833314581,5.099649705,5.585341241,5.780081376,5.795580263,5.707444028,5.065865839
Rictor,4.201287462,4.483351203,4.438959657,4.045594184,5.857621447,4.970844111,5.142791048,5.844820255,4.492798065,4.532658976,5.135155756,6.230528761,3.705134155,3.898238637,5.191448857,4.326724518,4.909564136,3.895122139,4.151991239,4.529956688,4.303144407,4.098027721,3.804193017,4.061557687
Rida,4.462284998,4.253317193,5.197668398,4.152161782,4.186875727,3.64490757,3.578024412,4.545673745,3.84426226,3.786704995,4.340594321,4.437426095,3.470161974,3.509641011,2.876012093,3.303134535,3.7474209,3.506727023,4.097374823,4.334248956,4.090246198,4.098027721,4.093681527,4.002304404
Rif1,3.996714223,4.253317193,4.8335115,4.735617019,4.661921909,5.296344368,4.15292432,4.634513394,4.168792015,4.697597062,3.964373405,5.840000589,3.968647162,2.610805952,4.015164667,3.501713369,3.493364246,3.895122139,3.981518109,5.122040199,5.056739454,4.608429072,3.907279642,5.122614808
Rilpl1,6.350976352,6.947970603,6.69428279,6.511086608,7.723797191,7.184439116,8.271252917,8.717350981,7.878797423,8.065927709,7.911120642,6.839448924,7.893712426,8.212228769,8.329795465,7.749853753,7.89623398,8.073958074,7.667884613,7.490981971,7.800096732,7.58174213,7.402360969,7.447847755
Rin2,4.68322075,4.410673645,4.244972264,5.149900295,5.251686577,4.609684367,5.659087595,4.943555875,4.708068048,5.354026687,4.691607738,4.872764222,4.720938979,4.857647467,3.749834074,5.23056825,5.37924306,5.236616384,4.397788606,4.435418855,5.095351342,5.203751949,4.931894548,4.880854549
Ring1,5.778085173,5.011578056,5.573332112,5.149900295,5.304496398,5.101659137,5.189768695,5.011477698,4.804744872,4.697597062,5.617502233,5.774463555,5.47269483,4.567556256,5.567004169,4.884321521,4.909564136,5.693471543,5.569766264,4.435418855,4.235609909,4.984689323,5.353020708,4.813507463
Riok1,5.457180207,5.87359916,5.301144654,5.386596534,5.355441186,5.43514467,5.590721621,5.76835694,5.78457271,5.623806554,5.671158109,6.517658765,4.428731162,4.567556256,4.3393853,3.303134535,4.601275842,4.76386698,5.75759337,6.046141574,5.539746461,5.474609766,5.649146485,5.769559222
Riok2,4.462284998,4.410673645,4.244972264,4.735617019,4.069726052,4.667151082,4.489703269,5.076345039,5.099708065,4.644685551,5.015797717,4.350145515,1.371671746,2.976147538,1.371671746,1.371671746,1.371671746,2.118851082,4.646299803,5.122040199,4.488627598,4.726303758,4.931894548,4.945197493
Riok3,7.692609597,7.531413594,7.882086034,7.329464707,6.995348465,7.297940678,7.098683765,7.756199735,7.045633669,7.104493557,6.937536929,7.313225608,7.14069736,7.437493066,7.323113764,7.197596448,7.083110989,6.909589926,7.265160843,7.418691138,7.443967812,7.306917544,7.4769037,7.076289371
Ripor1,5.195168206,5.434520934,5.443647949,5.956284923,6.145059186,5.221592487,5.481685546,5.687613118,6.083287192,6.201741697,5.913049005,6.129306625,1.371671746,1.371671746,1.371671746,2.015882001,1.371671746,1.371671746,5.232299381,4.892202088,3.538029874,5.098374529,4.979987341,4.668578083
Rlf,4.749937417,4.410673645,4.244972264,4.34424182,4.490191965,4.422124133,3.949577107,4.451002368,3.158357106,3.969926702,3.326085626,4.934074901,4.632493393,5.240129633,5.567004169,4.919465401,5.104030055,4.667483333,4.485468926,3.508380306,4.090246198,3.445554571,3.693169672,4.668578083
Rlim,5.043846313,4.800240712,4.526974853,4.866599258,5.196869963,4.826973959,5.44342868,5.557334942,4.850757634,4.845598174,4.930360809,5.596278199,4.291053699,4.456267647,4.521035128,5.114048539,5.042075585,4.76386698,5.399636128,4.9952172,4.800468942,4.668569942,5.026528528,4.507446727
Rmc1,4.201287462,4.618566641,4.244972264,3.805470524,4.88637436,4.775642062,4.56290408,5.13842084,4.492798065,4.278557808,4.973711621,4.157942973,5.514539107,5.595664734,6.220502981,5.620530825,5.881891462,5.095573454,4.858228257,4.334248956,4.976269969,4.608429072,4.541118774,4.507446727
Rmdn2,2.640545692,4.253317193,3.00818356,2.674847078,2.440584855,3.094328759,3.836036295,3.322602624,2.831183116,3.331025876,2.657246907,3.522478242,5.085412132,5.791785176,5.343959476,5.338376421,5.652348351,5.693471543,4.204615229,4.529956688,4.367658392,4.480059673,4.258731964,4.668578083
Rmi1,4.613268578,4.253317193,4.244972264,3.348192456,4.578610645,3.755021493,4.991917395,4.718198281,4.015633207,4.207366795,4.405352173,4.157942973,4.570366041,5.099060147,5.26463059,4.326724518,4.388730575,4.564196545,4.790986096,5.422367069,5.340069437,5.203751949,5.239067316,5.122614808
Rmnd1,5.096070484,5.900388524,6.089188201,5.699379581,6.692653003,5.732998921,5.363730031,6.146163656,6.229773742,6.273204051,5.533080478,4.808731913,1.961451423,2.120376957,1.980332119,2.015882001,2.011990664,2.608633188,5.64785514,6.067418323,5.205348672,5.76835472,5.619089835,5.671408055
Rmnd5a,7.521760038,7.387343714,7.435829692,7.35199953,6.631960099,7.144530257,7.407721892,6.965412312,7.248311882,7.326509134,6.887412029,7.041010813,7.113725304,6.848642594,7.054944142,6.981813648,6.903133304,6.991497363,6.722671602,6.675666619,6.970063095,6.918415073,6.714555084,6.447022252
Rnase4,3.523676724,3.928368849,4.020788144,4.219397402,3.127349941,5.162871733,6.088963932,6.234080665,5.920228338,6.126554211,5.821100206,3.810984734,3.968647162,4.335671311,4.3393853,1.371671746,3.963366263,3.264657852,4.983983051,4.927364131,5.132956711,5.120074776,5.42427775,5.552521207
Rnaseh2a,5.572263999,5.506036074,5.802227055,5.551448111,6.502331729,4.72241615,5.625309534,5.807095111,6.855610045,5.141321111,4.973711621,5.156172011,4.632493393,5.647250364,5.080011395,6.208670987,5.328241022,5.483052824,6.550397079,6.545929816,6.078754418,6.585584908,6.168166339,6.124681228
Rnaset2,6.092782602,5.701491844,5.531386098,5.429608761,5.196869963,5.367413106,5.142791048,5.310070062,4.657186434,5.354026687,5.412236884,6.02044305,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,5.609338978,5.293542885,5.682011551,5.795580263,5.619089835,5.816067196
Rnd3,5.043846313,6.332872286,5.531386098,5.801153754,5.080562532,6.209879427,6.137697596,5.602080963,6.139976794,6.237915305,6.081037586,6.537548875,6.316342651,6.660617585,6.687757946,6.767094373,6.253940993,5.960792165,4.646299803,5.397506087,4.891045601,5.320816487,5.316027384,5.74554999
Rnf10,5.958175695,5.397388488,5.871109591,5.296522642,5.926627191,5.886056035,5.786806479,5.645480809,5.853994388,5.251590418,5.867807015,5.596278199,5.594753749,5.428821758,5.343959476,6.120811321,5.104030055,5.833314581,5.792393089,4.856161606,5.340069437,5.561870312,5.42427775,5.229825396
Rnf103,5.096070484,4.800240712,5.573332112,5.627309096,5.404648189,5.499838461,5.043981545,5.511156552,5.244617274,4.589759361,4.973711621,5.255589543,5.594753749,5.647250364,5.080011395,4.773441419,5.275369679,4.667483333,5.444086196,5.711730587,5.576785861,5.429090864,5.026528528,5.510610733
Rnf11,7.559448155,7.556895341,7.412910466,7.515645197,7.225015155,7.585613375,7.387713729,7.385815195,7.387488938,7.266484366,7.432994194,7.242279119,8.322596227,8.250258904,8.477281831,7.945818509,8.295227161,8.21702792,6.550397079,6.877931598,6.781665711,6.55675433,7.04164504,6.378770837
Rnf111,4.201287462,5.011578056,4.726046606,5.097516697,5.404648189,4.924463437,4.598157214,5.557334942,5.061086514,4.561491647,4.583821633,5.370939521,4.554406978,5.171318459,5.525068908,4.273390239,5.163433168,4.854212702,4.922475423,5.397506087,5.240226514,4.726303758,4.634224444,5.094519336
Rnf113a,3.882409289,4.167696694,3.89411593,4.251396128,4.129489661,3.95284941,4.003163431,4.122809418,4.371781404,4.207366795,3.781300727,4.051300032,3.705134155,4.335671311,3.749834074,3.303134535,3.963366263,3.713955523,3.981518109,3.979620845,4.488627598,4.098027721,4.178565768,4.507446727
Rnf114,5.661616741,5.279887525,5.531386098,4.986673129,4.395998511,5.384646434,5.959401207,5.255091968,5.376290653,6.026700462,5.748076253,4.86207728,6.535418635,6.154661111,6.023742965,6.896195634,6.307588977,6.114933601,6.058523835,6.002952602,5.549234927,5.726528134,5.894719355,5.74554999
Rnf115,5.457180207,6.098481619,5.143007105,5.768020403,6.173729549,6.75160635,5.608119228,5.557334942,6.176568963,6.72579356,5.97835816,5.670213471,5.811673289,6.224252414,6.1113735,6.708021056,6.079876393,6.220611322,5.892022513,6.098602179,6.326074557,6.1937162,5.817414916,6.152200925
Rnf123,6.329322981,6.841405828,6.855954481,6.864532028,6.825065521,6.655490154,6.533360054,6.517140107,6.688301743,6.290529925,6.763201587,6.278595458,1.371671746,1.371671746,1.371671746,2.015882001,2.011990664,2.118851082,6.57058651,6.523125689,6.189976647,6.455071173,6.362105788,6.282436104
Rnf128,1.371671746,3.198661826,1.371671746,2.935782716,3.647418746,2.476154981,1.909597743,2.025417698,3.750284592,3.331025876,3.030083566,1.371671746,5.742928006,5.240129633,5.244097556,5.285479123,5.220486774,4.939232595,4.097374823,4.927364131,5.056739454,5.429090864,5.353020708,4.419587897
Rnf13,5.778085173,5.470721589,5.027049378,4.866599258,5.49829648,5.67814554,5.322166451,6.262234757,6.102432304,5.984739936,5.844642617,5.670213471,6.113454815,6.384824448,6.321954949,5.781999726,6.504211341,5.960792165,5.826373125,5.670818855,5.780081376,5.84853685,6.015011718,5.816067196
Rnf130,7.129227992,7.10592605,7.105053587,6.808602893,7.265534712,7.147057167,6.929086372,6.996415726,6.798058909,6.933060655,7.048136726,6.991396839,6.555602126,6.501540242,6.589450835,6.424649978,6.226349861,6.319073652,7.323787373,7.220326461,7.30261897,7.442276116,7.80296375,7.544474449
Rnf14,6.053702597,6.342672599,5.729890046,6.013949668,5.821840029,6.07837373,5.142791048,3.522064715,3.297763508,3.03463318,4.201646476,2.940262517,6.292488074,6.207166758,6.537665499,6.105633406,6.253940993,5.810928596,6.258444556,6.378169419,6.326074557,6.253843817,6.362105788,6.124681228
Rnf141,5.943997613,5.761171546,5.250334047,5.627309096,5.628272056,5.75966283,5.189768695,5.011477698,4.938601647,5.553785228,4.717341383,4.77561748,5.861164445,5.621688102,5.847802407,5.052058426,5.275369679,5.425276811,5.508294372,5.517736265,5.979034622,5.683452614,5.557030111,5.122614808
Rnf144b,4.813704698,5.23849314,5.027049378,5.956284923,5.542935482,5.367413106,4.41258887,4.872277635,4.938601647,4.05349137,4.126809047,5.392942691,4.554406978,5.022991025,4.89483884,4.218008331,5.042075585,4.667483333,4.720455994,4.9952172,4.090246198,5.429090864,4.931894548,5.065865839
Rnf149,3.622418372,3.361762895,3.89411593,3.668541594,4.007379346,2.916172338,2.860975866,3.522064715,4.168792015,4.012313987,4.006728825,4.67145383,4.777027123,5.428821758,5.594433955,4.694484842,4.801527271,5.167817839,3.394086447,3.838977715,3.928577685,4.141116846,3.219280311,3.412839399
Rnf150,4.462284998,4.618566641,4.438959657,4.591544559,5.018692524,4.72241615,5.363730031,4.122809418,5.437878777,4.589759361,5.561773476,3.522478242,4.291053699,4.670871519,4.959240231,5.23056825,5.610271965,5.483052824,4.858228257,4.435418855,5.274281034,4.88681567,4.406823512,4.742861911
Rnf157,4.749937417,4.909775724,3.89411593,4.431471934,4.069726052,5.142754739,5.235264753,5.557334942,4.657186434,4.697597062,5.844642617,4.257242644,6.535418635,6.780972118,6.527081577,5.961328832,6.57154489,6.286993779,4.568124372,4.334248956,4.600233637,4.411320956,4.003488975,4.118473069
Rnf166,6.927834825,6.868794007,6.200441137,6.910803904,6.115807491,6.490186844,6.569333538,5.602080963,6.66273427,6.706560631,6.507024586,6.155285714,7.160600554,7.331107429,7.112714343,7.153996889,6.88560124,7.106248852,6.100785803,6.002952602,5.871906941,6.554046601,6.450101268,6.46907358
Rnf167,5.332114144,5.359275011,5.250334047,5.249285077,5.452232064,5.467854162,4.937903776,5.414113968,4.804744872,5.062828825,4.272792533,6.075901429,6.140431881,6.322723368,6.461893718,5.92720207,5.984277516,6.186238391,5.892022513,6.188302641,6.358183491,6.065377006,5.894719355,5.915773357
Rnf168,6.167903349,6.568257213,5.871109591,6.109628794,5.976298294,6.537180138,5.959401207,6.08442733,6.548714716,6.299115454,5.47392358,7.00145707,5.594753749,5.368625433,5.525068908,5.144072536,5.916833752,5.741607842,6.740602621,7.102207575,6.862241551,6.69083677,6.862999063,6.834433906
Rnf169,3.115641957,3.979516106,3.755241616,4.152161782,4.295222925,3.857323664,3.42935998,3.522064715,4.239676365,3.03463318,3.781300727,4.157942973,4.471851039,4.567556256,5.020889196,4.773441419,5.163433168,4.200825396,3.717496546,3.30951081,3.928577685,3.301049879,3.508759768,3.584266797
Rnf170,6.167903349,5.977895277,5.692314328,5.865221434,6.878293306,6.024421366,6.901129801,6.629478527,6.541718589,6.818290477,6.446766745,5.633719413,6.029358088,6.322723368,6.461893718,6.059117401,6.048708698,5.960792165,5.985213945,6.035545508,5.915717118,5.76835472,6.209096062,5.883297636
Rnf181,3.758262607,4.334139738,4.345223994,4.665378488,4.295222925,4.487391368,4.823402951,4.349679511,4.657186434,3.685558343,4.742624044,5.103770221,4.706569482,3.509641011,4.239194987,4.218008331,4.838445828,3.895122139,3.855538603,3.979620845,3.000833825,4.480059673,4.178565768,4.419587897
Rnf185,5.043846313,4.74218801,5.197668398,5.551448111,4.069726052,5.015780036,3.076286579,3.322602624,3.004024858,3.190427683,3.030083566,3.353240425,5.339346664,5.595664734,5.930443485,5.577172877,5.846081812,5.919538643,4.097374823,4.781261694,4.891045601,5.162519943,5.15776935,5.177215762
Rnf187,7.178501762,7.879909418,7.534685703,7.530539562,7.581265047,7.232821104,7.67040363,7.372961957,7.425992477,7.485408757,7.621963399,7.669282502,8.007981598,8.020158524,7.972271625,8.024593883,8.13752496,8.083327849,7.519997785,7.24840464,7.558946501,7.701728499,7.584488545,7.4367008
Rnf19a,4.421934171,4.712261495,5.027049378,5.175395681,4.535078566,5.332316308,5.189768695,4.590777293,4.732851361,4.868853519,4.742624044,5.325900105,4.554406978,4.456267647,5.567004169,4.919465401,4.763639103,4.564196545,5.25742611,4.856161606,5.630357848,5.393894627,5.42427775,5.377038311
Rnf20,6.44458527,5.87359916,5.83707939,5.663794331,4.88637436,5.664100008,1.909597743,1.371671746,1.604351168,1.816455201,1.371671746,1.371671746,6.760769331,6.414900497,6.779791498,6.708021056,6.849884702,6.957864624,1.371671746,1.371671746,1.371671746,1.371671746,2.371402905,1.371671746
Rnf214,6.013534441,5.574172973,5.614092933,5.699379581,5.66911918,5.296344368,6.06396554,5.255091968,6.121326677,5.510080841,5.644579599,5.774463555,5.429600546,5.171318459,5.830690552,5.338376421,4.512684531,5.365090152,5.353772878,4.781261694,5.056739454,5.529803451,5.524969566,5.510610733
Rnf216,6.285016167,6.051449529,6.226963712,6.122793604,6.546847952,5.933667611,6.359360911,6.08442733,6.212255928,6.341293033,6.213519105,6.669592892,6.243561995,6.322723368,6.246542608,6.208670987,6.307588977,6.186238391,6.400559003,6.47640672,6.078754418,6.311565419,6.450101268,6.257312648
Rnf217,7.141705102,7.753371575,7.617208896,7.4282098,6.843027204,6.441611135,7.14709563,6.733697888,6.855610045,7.157391516,7.224489419,6.02044305,6.633625597,6.848642594,6.629581046,6.948173681,6.867853496,6.777289179,6.793096071,6.813610042,6.537136776,7.014237171,7.204033465,7.069088531
